geo type,geography,year,category,value
AHSD,St. Johnsbury District,2022-09,Qualified Immigrant,0
AHSD,St. Johnsbury District,2022-09,US Citizen,385
AHSD,St. Johnsbury District,2022-09,Unreported,270
AHSD,Barre District,2022-08,None of the above,0
AHSD,Barre District,2022-08,Qualified Immigrant,*
AHSD,Barre District,2022-08,US Citizen,255
AHSD,Barre District,2022-08,Unreported,*
AHSD,Bennington District,2022-08,None of the above,0
AHSD,Bennington District,2022-08,Qualified Immigrant,*
AHSD,Bennington District,2022-08,US Citizen,366
AHSD,Bennington District,2022-08,Unreported,*
AHSD,Brattleboro District,2022-08,None of the above,*
AHSD,Brattleboro District,2022-08,Qualified Immigrant,*
AHSD,Brattleboro District,2022-08,US Citizen,204
AHSD,Brattleboro District,2022-08,Unreported,161
AHSD,Burlington District,2022-08,None of the above,*
AHSD,Burlington District,2022-08,Qualified Immigrant,*
AHSD,Burlington District,2022-08,US Citizen,612
AHSD,Burlington District,2022-08,Unreported,871
AHSD,Hartford District,2022-08,None of the above,0
AHSD,Hartford District,2022-08,Qualified Immigrant,*
AHSD,Hartford District,2022-08,US Citizen,220
AHSD,Hartford District,2022-08,Unreported,*
AHSD,Middlebury District,2022-08,None of the above,0
AHSD,Middlebury District,2022-08,Qualified Immigrant,*
AHSD,Middlebury District,2022-08,US Citizen,330
AHSD,Middlebury District,2022-08,Unreported,*
AHSD,Morrisville District,2022-08,None of the above,0
AHSD,Morrisville District,2022-08,Qualified Immigrant,*
AHSD,Morrisville District,2022-08,US Citizen,*
AHSD,Morrisville District,2022-08,Unreported,248
AHSD,Newport District,2022-08,None of the above,0
AHSD,Newport District,2022-08,Qualified Immigrant,0
AHSD,Newport District,2022-08,US Citizen,235
AHSD,Newport District,2022-08,Unreported,181
AHSD,Rutland District,2022-08,None of the above,0
AHSD,Rutland District,2022-08,Qualified Immigrant,*
AHSD,Rutland District,2022-08,US Citizen,643
AHSD,Rutland District,2022-08,Unreported,*
AHSD,Springfield District,2022-08,None of the above,0
AHSD,Springfield District,2022-08,Qualified Immigrant,*
AHSD,Springfield District,2022-08,US Citizen,*
AHSD,Springfield District,2022-08,Unreported,256
AHSD,St. Albans District,2022-08,None of the above,0
AHSD,St. Albans District,2022-08,Qualified Immigrant,*
AHSD,St. Albans District,2022-08,US Citizen,366
AHSD,St. Albans District,2022-08,Unreported,*
